0.143,0.98493
-0.30467,0.98562
0.46625,-0.84003
0.94847,0.37222
-0.96871,-0.26697
0.31051,0.98325
0.82363,-0.48826
0.43435,-0.88923
0.99595,0.026083
-0.4676,0.90466
-1.0455,-0.072769
0.97808,0.1907
-0.60749,-0.77132
0.95275,0.31571
0.78065,0.62889
0.95606,0.33765
-0.99864,0.044843
0.19552,-0.90923
-0.82683,0.55737
0.44967,-0.8793
0.92144,-0.23809
0.94658,0.3151
0.8023,0.56507
-0.75206,0.74678
0.64974,0.75917
0.62764,-0.7585
0.20894,0.99665
0.71097,-0.6868
0.54815,-0.81365
-0.2353,-0.97818
-0.94936,0.32962
-0.066883,1.043
0.88163,0.46566
0.75019,0.72062
0.038489,-0.96814
0.74577,-0.67379
0.56781,-0.76299
-0.79787,0.59468
0.71417,-0.58633
-1.0094,0.21648
-0.33884,0.94456
0.65595,0.77105
-0.98273,-0.21412
-0.12364,0.99509
-0.66408,0.76917
0.90622,0.38148
0.034196,1.0354
0.089373,-0.97815
0.69866,-0.68943
-0.27349,-0.97976
-0.78943,0.64187
1.0066,0.091435
0.96344,0.19975
0.24461,0.99542
-0.87359,-0.38963
-0.98109,0.28441
-0.13597,-0.95869
-0.54708,-0.79594
-0.87679,-0.43012
0.56572,-0.78719
0.82714,-0.50522
-0.99651,0.11787
0.1284,-0.98899
-0.93675,-0.256
0.87709,0.53685
0.93499,-0.34358
0.52539,-0.84392
-0.20606,-0.94699
-0.96976,-0.16798
0.95562,0.1727
-0.4865,-0.88628
-0.44312,-0.90693
-0.9521,0.31174
0.47154,-0.88461
0.80838,-0.54865
0.75861,-0.66376
-0.50299,-0.85314
-0.74168,0.72628
0.83064,-0.52209
0.34621,0.95366
0.067075,-0.98884
-0.33377,-0.92745
0.19868,-0.92445
0.21053,-0.97644
-0.96732,0.31563
-0.14107,1.001
0.87821,-0.43023
0.90778,0.44274
-0.79419,0.60196
0.6152,0.78488
0.96534,0.33026
-0.59186,-0.79988
-0.22467,0.95271
-0.33366,0.95826
-0.10019,-0.9683
0.87827,-0.42311
-0.72457,0.67074
-0.14924,-0.93184
-0.69621,0.77675
0.22233,1.0161
-1.0027,0.076348
0.9213,-0.30778
-0.68442,0.77048
-0.37296,0.96183
-0.26584,0.98109
0.32765,-0.91218
-0.22437,0.99585
-0.94572,0.34899
-0.12256,-0.96493
-0.88893,-0.47316
0.045221,-1.0045
0.36366,-0.9232
0.28624,0.96602
-0.82656,-0.58643
-0.9377,-0.3859
0.55419,0.84236
0.0059049,-1.0147
0.2464,0.96306
-0.79704,-0.58854
-0.94096,-0.40276
0.83013,-0.47173
0.69987,0.75101
-0.93229,-0.38704
0.97748,0.13763
0.37475,-0.89597
-0.44496,0.91558
-0.66439,0.79705
0.70584,0.72731
0.98073,0.013196
0.78318,-0.60715
0.18107,-0.93711
-0.97628,0.27367
0.33333,-0.93158
-0.76725,0.67878
0.30016,0.95811
0.9349,0.32532
-1.0181,0.23605
0.89401,0.52681
0.068287,1.0339
0.92974,0.35192
0.53259,-0.8198
-0.9267,0.41138
-0.096992,-0.97998
-0.17948,-0.99074
0.2451,-0.9437
-0.98523,0.23098
-0.45204,0.89762
-0.16242,-0.93467
0.75659,-0.6394
0.56792,0.83599
0.29549,0.96633
0.46218,0.88211
